role,capture_metric,source_kind,source_path,record_type,record_index,core_id,subcore_id,subcore_type,category,metric,unit,raw_value,numeric_value,is_missing,context_json
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,5,,cube,subblock_detail,Cube FP,3,61.775840759277344,61.775840759277344,false,"{""block_id"": ""5"", ""block_type"": ""cube"", ""name"": ""Cube FP"", ""unit"": 3}"
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,5,,cube,subblock_detail_origin,Cube FP,3,31329.0,31329.0,false,"{""block_id"": ""5"", ""block_type"": ""cube"", ""name"": ""Cube FP"", ""unit"": 3}"
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,5,,cube,subblock_detail,Cube INT,3,0.0,0.0,false,"{""block_id"": ""5"", ""block_type"": ""cube"", ""name"": ""Cube INT"", ""unit"": 3}"
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,5,,cube,subblock_detail_origin,Cube INT,3,0.0,0.0,false,"{""block_id"": ""5"", ""block_type"": ""cube"", ""name"": ""Cube INT"", ""unit"": 3}"
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,5,,cube,subblock_detail,Cube Wait,3,85.95062255859375,85.95062255859375,false,"{""block_id"": ""5"", ""block_type"": ""cube"", ""name"": ""Cube Wait"", ""unit"": 3}"
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,5,,cube,subblock_detail_origin,Cube Wait,3,43589.0,43589.0,false,"{""block_id"": ""5"", ""block_type"": ""cube"", ""name"": ""Cube Wait"", ""unit"": 3}"
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,6,,cube,subblock_detail,Cube All Active,3,61.07508087158203,61.07508087158203,false,"{""block_id"": ""6"", ""block_type"": ""cube"", ""name"": ""Cube All Active"", ""unit"": 3}"
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,6,,cube,subblock_detail_origin,Cube All Active,3,31450.0,31450.0,false,"{""block_id"": ""6"", ""block_type"": ""cube"", ""name"": ""Cube All Active"", ""unit"": 3}"
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,6,,cube,subblock_detail,Cube FP,3,61.07508087158203,61.07508087158203,false,"{""block_id"": ""6"", ""block_type"": ""cube"", ""name"": ""Cube FP"", ""unit"": 3}"
square,MemoryL0,visualize_json,square/OPPROF_20260730110631_RVNRKXNUAOCEMMNW/visualize_data.bin,0x06,1,6,,cube,subblock_detail_origin,Cube FP,3,31450.0,31450.0,false,"{""block_id"": ""6"", ""block_type"": ""cube"", ""name"": ""Cube FP"", ""unit"": 3}"
